properties	O	abstract
are	O	abstract
obstacles	O	abstract
to	O	abstract
their	O	abstract
practical	O	abstract
application	O	abstract
.	O	abstract

Significant	O	abstract
attention	O	abstract
is	O	abstract
paid	O	abstract
to	O	abstract
the	O	abstract
incorporation	O	abstract
of	O	abstract
inorganic	O	abstract
fillers	O	abstract
into	O	abstract
GPEs	B-Material-final	abstract
to	O	abstract
improve	O	abstract
their	O	abstract
mechanical	O	abstract
strength	O	abstract
as	O	abstract
well	O	abstract
as	O	abstract
their	O	abstract
transport	O	abstract
properties	O	abstract
and	O	abstract
electrochemical	O	abstract
properties	O	abstract
.	O	abstract

A	O	conclusion
new	B-Material-final	conclusion
mixture	I-Material-final	conclusion
of	I-Material-final	conclusion
non-flammable	I-Material-final	conclusion
MFE	I-Material-final	conclusion
and	I-Material-final	conclusion
G2E	I-Material-final	conclusion
was	O	conclusion
investigated	O	conclusion
as	O	conclusion
a	O	conclusion
safe	O	conclusion
electrolyte	O	conclusion
for	O	conclusion
lithium	O	conclusion
ion	O	conclusion
batteries	O	conclusion
.	O	conclusion

This	O	conclusion
electrolyte	O	conclusion
showed	O	conclusion
low	O	conclusion
viscosity	O	conclusion
,	O	conclusion
and	O	conclusion
its	O	conclusion
conductivity	B-Characteristic-name	conclusion
reached	O	conclusion
3.8	B-Value-conductivity	conclusion
mS	I-Value-conductivity	conclusion
cm−1	I-Value-conductivity	conclusion
at	O	conclusion
25	B-Argument-temp	conclusion
°C	I-Argument-temp	conclusion
.	O	conclusion

Poly	B-Material-start	experimental
(	I-Material-start	experimental
propylene	I-Material-start	experimental
carbonate	I-Material-start	experimental
)	I-Material-start	experimental
(	O	experimental
PPC	B-Material-start	experimental
,	O	experimental
Mw	O	experimental
=	O	experimental
50	O	experimental
000	O	experimental
)	O	experimental
used	O	experimental
in	O	experimental
this	O	experimental
study	O	experimental
was	O	experimental
purchased	O	experimental
from	O	experimental
Sigma-Aldrich	B-Argument-manufacturer	experimental
;	O	experimental
Li6.75La3Zr1.75Ta0.25O12	B-Material-start	experimental
was	O	experimental
supplied	O	experimental
by	O	experimental
Shanghai	B-Argument-manufacturer	experimental
Institute	I-Argument-manufacturer	experimental
of	I-Argument-manufacturer	experimental
Ceramics	I-Argument-manufacturer	experimental
of	I-Argument-manufacturer	experimental
the	I-Argument-manufacturer	experimental
Chinese	I-Argument-manufacturer	experimental
Academy	I-Argument-manufacturer	experimental
of	I-Argument-manufacturer	experimental
Sciences.37,39	I-Argument-manufacturer	experimental
Battery-grade	O	experimental
lithium	B-Material-start	experimental
bis	I-Material-start	experimental
(	I-Material-start	experimental
trifluoromethanesulphonyl	I-Material-start	experimental
)	I-Material-start	experimental
imide	I-Material-start	experimental
(	O	experimental
LiTFSI	B-Material-start	experimental
)	O	experimental
was	O	experimental
supplied	O	experimental
by	O	experimental
Suzhou	B-Argument-manufacturer	experimental
Fotai	I-Argument-manufacturer	experimental
New	I-Argument-manufacturer	experimental
Materials	I-Argument-manufacturer	experimental
Co.	I-Argument-manufacturer	experimental
,	I-Argument-manufacturer	experimental
Ltd	I-Argument-manufacturer	experimental
.	O	experimental

The	O	experimental
X-ray	B-Argument-method	experimental
diffraction	I-Argument-method	experimental
(	O	experimental
XRD	B-Argument-method	experimental
)	O	experimental
spectra	O	experimental
were	O	experimental
characterized	O	experimental
in	O	experimental
the	O	experimental
range	O	experimental
of	O	experimental
5–65°	O	experimental
and	O	experimental
collected	O	experimental
with	O	experimental
a	O	experimental
step-width	O	experimental
of	O	experimental
0.01°	O	experimental
at	O	experimental
20	O	experimental
°C	O	experimental
.	O	experimental

The	O	experimental
surface	O	experimental
morphology	O	experimental
of	O	experimental
the	O	experimental
samples	O	experimental
was	O	experimental
observed	O	experimental
by	O	experimental
a	O	experimental
field	B-Argument-equipment	experimental
emission	I-Argument-equipment	experimental
scanning	I-Argument-equipment	experimental
electron	I-Argument-equipment	experimental
microscope	I-Argument-equipment	experimental
(	O	experimental
Hitachi	B-Argument-equipment	experimental
S-4800	I-Argument-equipment	experimental
,	O	experimental
operating	O	experimental
at	O	experimental
3	O	experimental
kV	O	experimental
)	O	experimental
.	O	experimental

All	O	experimental
the	O	experimental
samples	O	experimental
for	O	experimental
the	O	experimental
scanning	B-Argument-equipment	experimental
electron	I-Argument-equipment	experimental
microscope	I-Argument-equipment	experimental
(	O	experimental
SEM	B-Argument-equipment	experimental
)	O	experimental
were	O	experimental
coated	O	experimental
with	O	experimental
a	O	experimental
very	O	experimental
thin	O	experimental
gold	O	experimental
layer	O	experimental
using	O	experimental
a	O	experimental
sputter	O	experimental
coating	O	experimental
.	O	experimental

The	O	experimental
FTIR	B-Argument-method	experimental
spectra	I-Argument-method	experimental
of	O	experimental
the	O	experimental
membranes	O	experimental
were	O	experimental
obtained	O	experimental
using	O	experimental
the	O	experimental
attenuated	O	experimental
total	O	experimental
reflection	O	experimental
(	O	experimental
ATR	O	experimental
)	O	experimental
attachment	O	experimental
on	O	experimental
a	O	experimental
Frontier	B-Argument-equipment	experimental
FTIR	I-Argument-equipment	experimental
spectrometer	I-Argument-equipment	experimental
(	O	experimental
Perkin-Elmer	B-Argument-manufacturer	experimental
)	O	experimental
in	O	experimental
the	O	experimental
transmission	O	experimental
mode	O	experimental
from	O	experimental
800	O	experimental
cm−1	O	experimental
to	O	experimental
4000	O	experimental
cm−1	O	experimental
,	O	experimental
which	O	experimental
is	O	experimental
collected	O	experimental
with	O	experimental
32	O	experimental
scans	O	experimental
and	O	experimental
a	O	experimental
resolution	O	experimental
of	O	experimental
4	O	experimental
cm−1	O	experimental
.	O	experimental

In	O	experimental
this	O	experimental
study	O	experimental
,	O	experimental
thermogravimetry-differential	B-Argument-method	experimental
scanning	I-Argument-method	experimental
calorimetry	I-Argument-method	experimental
(	O	experimental
TG-DSC	B-Argument-method	experimental
)	O	experimental
coupling	O	experimental
techniques	O	experimental
were	O	experimental
used	O	experimental
to	O	experimental
make	O	experimental
a	O	experimental
simultaneous	O	experimental
characterization	O	experimental
study	O	experimental
for	O	experimental
thermal	O	experimental
properties	O	experimental
of	O	experimental
the	O	experimental
polymer	O	experimental
electrolyte	O	experimental
from	O	experimental
40	O	experimental
°C	O	experimental
to	O	experimental
400	O	experimental
°C	O	experimental
at	O	experimental
a	O	experimental
heating	O	experimental
rate	O	experimental
of	O	experimental
10	O	experimental
°C	O	experimental
min−1	O	experimental
under	O	experimental
nitrogen	O	experimental
atmosphere	O	experimental
.	O	experimental

The	O	experimental
stress–stain	O	experimental
curves	O	experimental
of	O	experimental
the	O	experimental
samples	O	experimental
were	O	experimental
measured	O	experimental
by	O	experimental
an	O	experimental
Inston-3300	B-Argument-equipment	experimental
universal	I-Argument-equipment	experimental
testing	I-Argument-equipment	experimental
machine	I-Argument-equipment	experimental
(	O	experimental
USA	O	experimental
)	O	experimental
at	O	experimental
a	O	experimental
stretching	O	experimental
speed	O	experimental
of	O	experimental
1.66	O	experimental
mm	O	experimental
s−1	O	experimental
with	O	experimental
the	O	experimental
sample	O	experimental
straps	O	experimental
of	O	experimental
about	O	experimental
1	O	experimental
cm	O	experimental
wide	O	experimental
and	O	experimental
8	O	experimental
cm	O	experimental
long	O	experimental
.	O	experimental

The	O	experimental
electrochemical	O	experimental
window	O	experimental
of	O	experimental
the	O	experimental
samples	O	experimental
was	O	experimental
determined	O	experimental
using	O	experimental
a	O	experimental
linear	B-Argument-method	experimental
sweep	I-Argument-method	experimental
voltammetry	I-Argument-method	experimental
(	O	experimental
LSV	B-Argument-method	experimental
)	O	experimental
experiment	O	experimental
at	O	experimental
a	O	experimental
sweep	O	experimental
rate	O	experimental
of	O	experimental
1	O	experimental
mV	O	experimental
s−1	O	experimental
from	O	experimental
0	O	experimental
V	O	experimental
to	O	experimental
5.0	O	experimental
V	O	experimental
.	O	experimental

Ionic	O	experimental
conductivity	O	experimental
of	O	experimental
the	O	experimental
solid	O	experimental
polymer	O	experimental
electrolytes	O	experimental
was	O	experimental
measured	O	experimental
by	O	experimental
electrochemical	B-Argument-method	experimental
impedance	I-Argument-method	experimental
spectroscopy	I-Argument-method	experimental
(	O	experimental
Autolab	B-Argument-equipment	experimental
PGSTAT	I-Argument-equipment	experimental
302N	I-Argument-equipment	experimental
system	I-Argument-equipment	experimental
)	O	experimental
at	O	experimental
varied	O	experimental
temperatures	O	experimental
ranging	O	experimental
from	O	experimental
20	O	experimental
°C	O	experimental
to	O	experimental
120	O	experimental
°C	O	experimental
,	O	experimental
which	O	experimental
was	O	experimental
carried	O	experimental
out	O	experimental
in	O	experimental
the	O	experimental
frequency	O	experimental
range	O	experimental
from	O	experimental
1	O	experimental
Hz	O	experimental
to	O	experimental
1	O	experimental
MHz	O	experimental
.	O	experimental

The	O	experimental
LiFePO4	O	experimental
cathode	O	experimental
was	O	experimental
composed	O	experimental
of	O	experimental
80	O	experimental
wt	O	experimental
%	O	experimental
LiFePO4	O	experimental
,	O	experimental
10	O	experimental
wt	O	experimental
%	O	experimental
PPCL-SPE	B-Material-final	experimental
and	O	experimental
10	O	experimental
wt	O	experimental
%	O	experimental
carbon	O	experimental
black	O	experimental
.	O	experimental

The	O	experimental
Li4Ti5O12	O	experimental
anode	O	experimental
was	O	experimental
composed	O	experimental
of	O	experimental
80	O	experimental
wt	O	experimental
%	O	experimental
Li4Ti5O12	O	experimental
,	O	experimental
10	O	experimental
wt	O	experimental
%	O	experimental
PPCL-SPE	B-Material-final	experimental
and	O	experimental
10	O	experimental
wt	O	experimental
%	O	experimental
carbon	O	experimental
black	O	experimental
.	O	experimental

The	O	experimental
LiFe0.2Mn0.8PO4	O	experimental
cathode	O	experimental
was	O	experimental
composed	O	experimental
of	O	experimental
80	O	experimental
wt	O	experimental
%	O	experimental
LiFe0.2Mn0.8O4	O	experimental
,	O	experimental
10	O	experimental
wt	O	experimental
%	O	experimental
PPCL-SPE	B-Material-final	experimental
,	O	experimental
and	O	experimental
10	O	experimental
wt	O	experimental
%	O	experimental
carbon	O	experimental
black	O	experimental
.	O	experimental

In	O	experimental
this	O	experimental
study	O	experimental
,	O	experimental
we	O	experimental
used	O	experimental
commercial	O	experimental
polycrystalline	O	experimental
BZCYYb1711	B-Material-final	experimental
(	O	experimental
Kceracell	B-Argument-manufacturer	experimental
Co	I-Argument-manufacturer	experimental
.	O	experimental

Ltd	I-Argument-manufacturer	experimental
,	O	experimental
Republic	O	experimental
of	O	experimental
Korea	O	experimental
;	O	experimental
BET	O	experimental
=	O	experimental
7.933	O	experimental
m2	O	experimental
g−1	O	experimental
,	O	experimental
D50	O	experimental
=	O	experimental
0.6	O	experimental
μm	O	experimental
)	O	experimental
powder	O	experimental
as	O	experimental
a	O	experimental
solid	O	experimental
solution	O	experimental
for	O	experimental
Y	B-Material-start	experimental
and	I-Material-start	experimental
Yb	I-Material-start	experimental
co-doped	I-Material-start	experimental
BaZrO3	I-Material-start	experimental
and	O	experimental
BaCeO3	B-Material-start	experimental
.	O	experimental

First	O	experimental
,	O	experimental
the	O	experimental
powder	O	experimental
was	O	experimental
heat	B-Operation	experimental
treated	I-Operation	experimental
at	O	experimental
800	B-Argument-temp	experimental
°C	I-Argument-temp	experimental
for	O	experimental
two	B-Argument-time	experimental
hours	I-Argument-time	experimental
in	O	experimental
the	O	experimental
air	O	experimental
in	O	experimental
order	O	experimental
to	O	experimental
remove	O	experimental
any	O	experimental
moisture	O	experimental
.	O	experimental

Then	O	experimental
,	O	experimental
the	O	experimental
dried	O	experimental
powder	O	experimental
was	O	experimental
pressed	B-Operation	experimental
uniaxially	O	experimental
into	O	experimental
a	O	experimental
rectangular	O	experimental
bar	O	experimental
with	O	experimental
dimensions	O	experimental
of	O	experimental
10	O	experimental
mm	O	experimental
×	O	experimental
6	O	experimental
mm	O	experimental
×	O	experimental
20	O	experimental
mm	O	experimental
at	O	experimental
a	O	experimental
pressure	O	experimental
of	O	experimental
one	O	experimental
ton	O	experimental
,	O	experimental
followed	O	experimental
by	O	experimental
isostatic	B-Operation	experimental
cold	I-Operation	experimental
pressing	I-Operation	experimental
at	O	experimental
150	O	experimental
MPa	O	experimental
for	O	experimental
10	B-Argument-time	experimental
min	I-Argument-time	experimental
.	O	experimental

The	O	experimental
pressed	O	experimental
bodies	O	experimental
were	O	experimental
sintered	B-Operation	experimental
at	O	experimental
1600	B-Argument-temp	experimental
°C	I-Argument-temp	experimental
for	O	experimental
24	B-Argument-time	experimental
hours	I-Argument-time	experimental
with	O	experimental
slow	O	experimental
cooling	O	experimental
rates	O	experimental
(	O	experimental
including	O	experimental
prolonged	O	experimental
cooling	O	experimental
at	O	experimental
0.2	O	experimental
°C	O	experimental
min−1	O	experimental
from	O	experimental
1600	O	experimental
to	O	experimental
1400	O	experimental
°C	O	experimental
)	O	experimental
.	O	experimental

Finally	O	experimental
,	O	experimental
the	O	experimental
sintered	O	experimental
sample	O	experimental
was	O	experimental
cut	B-Operation	experimental
into	O	experimental
a	O	experimental
rectangular	O	experimental
parallelepiped	O	experimental
specimen	O	experimental
and	O	experimental
polished	B-Operation	experimental
over	O	experimental
100	O	experimental
μm	O	experimental
to	O	experimental
a	O	experimental
final	O	experimental
size	O	experimental
of	O	experimental
2.34	O	experimental
mm	O	experimental
×	O	experimental
1.72	O	experimental
mm	O	experimental
×	O	experimental
6.80	O	experimental
mm	O	experimental
with	O	experimental
a	O	experimental
smooth	O	experimental
surface	O	experimental
(	O	experimental
roughness	O	experimental
below	O	experimental
1	O	experimental
μm	O	experimental
)	O	experimental
using	O	experimental
various	O	experimental
types	O	experimental
of	O	experimental
sandpaper	O	experimental
and	O	experimental
chemical	O	experimental
abrasives	O	experimental
.	O	experimental

Following	O	experimental
heat	O	experimental
treatment	O	experimental
,	O	experimental
the	O	experimental
powder	O	experimental
was	O	experimental
evaluated	O	experimental
in	O	experimental
terms	O	experimental
of	O	experimental
phase	O	experimental
purity	O	experimental
and	O	experimental
crystal	O	experimental
structure	O	experimental
using	O	experimental
the	O	experimental
X-ray	B-Argument-method	experimental
powder	I-Argument-method	experimental
diffraction	I-Argument-method	experimental
(	O	experimental
XRD	B-Argument-method	experimental
)	O	experimental
technique	O	experimental
.	O	experimental

The	O	experimental
diffraction	O	experimental
patterns	O	experimental
were	O	experimental
recorded	O	experimental
using	O	experimental
a	O	experimental
D/MAX	B-Argument-equipment	experimental
Ultima	I-Argument-equipment	experimental
III	I-Argument-equipment	experimental
(	O	experimental
Rigaku	B-Argument-manufacturer	experimental
,	O	experimental
Japan	O	experimental
)	O	experimental
diffractometer	O	experimental
operated	O	experimental
with	O	experimental
Cu	O	experimental
Kα	O	experimental
radiation	O	experimental
(	O	experimental
40	O	experimental
kV	O	experimental
,	O	experimental
40	O	experimental
mA	O	experimental
,	O	experimental
λ	O	experimental
=	O	experimental
0.15418	O	experimental
nm	O	experimental
)	O	experimental
in	O	experimental
the	O	experimental
angular	O	experimental
range	O	experimental
(	O	experimental
2θ	O	experimental
)	O	experimental
from	O	experimental
10	O	experimental
to	O	experimental
80°	O	experimental
at	O	experimental
a	O	experimental
scanning	O	experimental
rate	O	experimental
of	O	experimental
2°	O	experimental
min−1	O	experimental
.	O	experimental

The	O	experimental
morphology	O	experimental
of	O	experimental
the	O	experimental
fractured	O	experimental
surface	O	experimental
of	O	experimental
the	O	experimental
specimen	O	experimental
was	O	experimental
observed	O	experimental
by	O	experimental
scanning	B-Argument-method	experimental
electron	I-Argument-method	experimental
microscopy	I-Argument-method	experimental
(	O	experimental
SEM	B-Argument-method	experimental
;	O	experimental
Shimadzu	O	experimental
,	O	experimental
Japan	O	experimental
)	O	experimental
.	O	experimental

A	O	experimental
DC	O	experimental
four-probe	O	experimental
measurement	O	experimental
system	O	experimental
was	O	experimental
used	O	experimental
to	O	experimental
investigate	O	experimental
the	O	experimental
electrical	O	experimental
properties	O	experimental
of	O	experimental
the	O	experimental
fully	O	experimental
dense	O	experimental
BZCYYb1711	B-Material-final	experimental
sample	O	experimental
.	O	experimental

This	O	experimental
analyzer	O	experimental
was	O	experimental
composed	O	experimental
of	O	experimental
a	O	experimental
digital	B-Argument-equipment	experimental
multimeter	I-Argument-equipment	experimental
(	O	experimental
Keithley	B-Argument-equipment	experimental
2700	I-Argument-equipment	experimental
)	O	experimental
and	O	experimental
a	O	experimental
programmable	O	experimental
current	O	experimental
source	O	experimental
(	O	experimental
Keithley	O	experimental
220	O	experimental
)	O	experimental
.	O	experimental

All	O	experimental
of	O	experimental
the	O	experimental
conductivity	B-Characteristic-name	experimental
measurements	O	experimental
were	O	experimental
carried	O	experimental
out	O	experimental
under	O	experimental
various	O	experimental
gas	O	experimental
conditions	O	experimental
with	O	experimental
oxygen	O	experimental
partial	O	experimental
pressure	O	experimental
(	O	experimental
pO2	O	experimental
)	O	experimental
in	O	experimental
the	O	experimental
range	O	experimental
−0.65	O	experimental
≤	O	experimental
log	O	experimental
(	O	experimental
pO2	O	experimental
)	O	experimental
≤	O	experimental
−26.64	O	experimental
and	O	experimental
water	O	experimental
vapor	O	experimental
pressure	O	experimental
(	O	experimental
pH2O	O	experimental
)	O	experimental
in	O	experimental
the	O	experimental
range	O	experimental
−3.31	O	experimental
≤	O	experimental
log	O	experimental
(	O	experimental
pH2O	O	experimental
)	O	experimental
≤	O	experimental
−2.14	O	experimental
.	O	experimental

The	O	experimental
total	O	experimental
conductivity	B-Characteristic-name	experimental
of	O	experimental
the	O	experimental
sample	O	experimental
was	O	experimental
measured	O	experimental
in	O	experimental
a	O	experimental
temperature	O	experimental
range	O	experimental
of	O	experimental
600–750	O	experimental
°C	O	experimental
.	O	experimental

The	O	experimental
electrical	B-Characteristic-name	experimental
conductivity	I-Characteristic-name	experimental
was	O	experimental
calculated	O	experimental
from	O	experimental
the	O	experimental
equation	O	experimental
,	O	experimental
where	O	experimental
is	O	experimental
the	O	experimental
slope	O	experimental
of	O	experimental
applied	O	experimental
currents	O	experimental
and	O	experimental
measured	O	experimental
voltages	O	experimental
,	O	experimental
ι	O	experimental
is	O	experimental
the	O	experimental
distance	O	experimental
between	O	experimental
voltage	O	experimental
terminals	O	experimental
,	O	experimental
and	O	experimental
A	O	experimental
indicates	O	experimental
the	O	experimental
area	O	experimental
of	O	experimental
the	O	experimental
specimen	O	experimental
.	O	experimental

Bis	B-Material-start	experimental
(	I-Material-start	experimental
trifluoromethanesulfoneimide	I-Material-start	experimental
)	I-Material-start	experimental
lithium	I-Material-start	experimental
salt	I-Material-start	experimental
(	O	experimental
LiTFSI	B-Material-start	experimental
)	O	experimental
(	O	experimental
Tokyo	B-Argument-manufacturer	experimental
Chemical	I-Argument-manufacturer	experimental
Industry	I-Argument-manufacturer	experimental
Co	I-Argument-manufacturer	experimental
.	O	experimental

LTD	I-Argument-manufacturer	experimental
)	O	experimental
,	O	experimental
methyl	B-Material-start	experimental
methacrylate	I-Material-start	experimental
(	O	experimental
MMA	B-Material-start	experimental
)	O	experimental
(	O	experimental
Sigma-Aldrich	B-Argument-manufacturer	experimental
)	O	experimental
,	O	experimental
2-hydroxyethyl	B-Material-start	experimental
methacrylate	I-Material-start	experimental
(	O	experimental
HEMA	B-Material-start	experimental
)	O	experimental
(	O	experimental
Sigma-Aldrich	B-Argument-manufacturer	experimental
)	O	experimental
,	O	experimental
(	B-Material-start	experimental
3-chloropropyl	I-Material-start	experimental
)	I-Material-start	experimental
trimethoxysilane	I-Material-start	experimental
(	O	experimental
Sigma-Aldrich	B-Argument-manufacturer	experimental
)	O	experimental
,	O	experimental
propylene	B-Material-start	experimental
carbonate	I-Material-start	experimental
(	O	experimental
PC	B-Material-start	experimental
)	O	experimental
(	O	experimental
Sigma-Aldrich	B-Argument-manufacturer	experimental
)	O	experimental
,	O	experimental
1-methylimidazole	B-Material-start	experimental
(	O	experimental
Sigma-Aldrich	B-Argument-manufacturer	experimental
)	O	experimental
,	O	experimental
and	O	experimental
potassium	B-Material-start	experimental
persulfate	I-Material-start	experimental
(	O	experimental
Sigma-Aldrich	B-Argument-manufacturer	experimental
)	O	experimental
were	O	experimental
used	O	experimental
as-purchased	O	experimental
without	O	experimental
further	O	experimental
purification	O	experimental
.	O	experimental

PMMA	O	experimental
nanoparticles	O	experimental
were	O	experimental
synthesized	B-Operation	experimental
by	O	experimental
soap-free	B-Argument-method	experimental
emulsion	I-Argument-method	experimental
polymerization	I-Argument-method	experimental
in	O	experimental
a	O	experimental
three-necked	B-Argument-equipment	experimental
flask	I-Argument-equipment	experimental
equipped	I-Argument-equipment	experimental
with	I-Argument-equipment	experimental
a	I-Argument-equipment	experimental
reflux	I-Argument-equipment	experimental
condenser	I-Argument-equipment	experimental
and	I-Argument-equipment	experimental
a	I-Argument-equipment	experimental
magnetic	I-Argument-equipment	experimental
stirrer	I-Argument-equipment	experimental
.	O	experimental

In	O	experimental
a	O	experimental
typical	O	experimental
reaction	O	experimental
,	O	experimental
20	O	experimental
mL	O	experimental
of	O	experimental
MMA	B-Material-start	experimental
monomer	O	experimental
and	O	experimental
200	O	experimental
mL	O	experimental
of	O	experimental
water	B-Material-solvent	experimental
were	O	experimental
added	B-Operation	experimental
to	O	experimental
the	O	experimental
three-necked	B-Argument-equipment	experimental
flask	I-Argument-equipment	experimental
and	O	experimental
magnetically	O	experimental
stirred	B-Operation	experimental
.	O	experimental

The	O	experimental
solution	O	experimental
was	O	experimental
heated	B-Operation	experimental
to	O	experimental
boiling	O	experimental
for	O	experimental
5	B-Argument-time	experimental
min	I-Argument-time	experimental
,	O	experimental
then	O	experimental
0.25	O	experimental
g	O	experimental
of	O	experimental
potassium	B-Material-start	experimental
persulfate	I-Material-start	experimental
powder	O	experimental
was	O	experimental
added	B-Operation	experimental
.	O	experimental

After	O	experimental
reaction	B-Operation	experimental
for	O	experimental
an	O	experimental
hour	B-Argument-time	experimental
,	O	experimental
4	O	experimental
mL	O	experimental
of	O	experimental
2-hydroxyethyl	B-Material-start	experimental
methacrylate	I-Material-start	experimental
(	O	experimental
HEMA	B-Material-start	experimental
)	O	experimental
monomer	O	experimental
was	O	experimental
added	B-Operation	experimental
to	O	experimental
the	O	experimental
mixture	O	experimental
and	O	experimental
the	O	experimental
reaction	O	experimental
was	O	experimental
stopped	B-Operation	experimental
after	B-Argument-time	experimental
2	I-Argument-time	experimental
hours	I-Argument-time	experimental
.	O	experimental

The	O	experimental
white	O	experimental
PMMA	O	experimental
nanoparticles	O	experimental
formed	O	experimental
were	O	experimental
filtered	B-Operation	experimental
,	O	experimental
washed	B-Operation	experimental
with	O	experimental
DI	B-Material-solvent	experimental
water	I-Material-solvent	experimental
,	O	experimental
and	O	experimental
dried	B-Operation	experimental
in	O	experimental
air	O	experimental
.	O	experimental

The	O	experimental
IL	O	experimental
precursor	O	experimental
(	O	experimental
1-methyl-3-trimethoxysilaneimidazolium	O	experimental
chloride	O	experimental
,	O	experimental
IL-Cl	O	experimental
)	O	experimental
was	O	experimental
synthesized	B-Operation	experimental
by	O	experimental
the	O	experimental
reaction	O	experimental
between	O	experimental
1-methylimidazole	B-Material-start	experimental
and	O	experimental
(	B-Material-start	experimental
3-chloropropyl	I-Material-start	experimental
)	I-Material-start	experimental
trimethoxysilane	I-Material-start	experimental
at	O	experimental
80	B-Argument-temp	experimental
°C	I-Argument-temp	experimental
for	O	experimental
2	B-Argument-time	experimental
days	I-Argument-time	experimental
.	O	experimental

The	O	experimental
solution	O	experimental
was	O	experimental
purified	B-Operation	experimental
via	O	experimental
liquid	B-Argument-method	experimental
extraction	I-Argument-method	experimental
in	O	experimental
ether	B-Material-solvent	experimental
and	O	experimental
the	O	experimental
solvent	O	experimental
was	O	experimental
finally	O	experimental
evaporated	B-Operation	experimental
.	O	experimental

PMMA	O	experimental
nanoparticles	O	experimental
were	O	experimental
dispersed	B-Operation	experimental
in	O	experimental
DI	B-Material-solvent	experimental
water	I-Material-solvent	experimental
.	O	experimental

Then	O	experimental
,	O	experimental
1.5	O	experimental
times	O	experimental
excess	O	experimental
IL-Cl	O	experimental
precursor	O	experimental
was	O	experimental
added	B-Operation	experimental
dropwise	O	experimental
to	O	experimental
the	O	experimental
aqueous	O	experimental
suspension	O	experimental
and	O	experimental
the	O	experimental
mixture	O	experimental
was	O	experimental
heated	B-Operation	experimental
at	O	experimental
80	B-Argument-temp	experimental
°C	I-Argument-temp	experimental
for	O	experimental
12	B-Argument-time	experimental
h	I-Argument-time	experimental
with	O	experimental
continuous	O	experimental
stirring	O	experimental
.	O	experimental

Subsequently	O	experimental
,	O	experimental
water	B-Material-solvent	experimental
in	O	experimental
the	O	experimental
mixture	O	experimental
was	O	experimental
evaporated	B-Operation	experimental
,	O	experimental
and	O	experimental
the	O	experimental
resultant	O	experimental
IL-Cl	O	experimental
decorated	O	experimental
PMMA-IL-Cl	O	experimental
nanoparticles	O	experimental
(	O	experimental
denoted	O	experimental
as	O	experimental
PMMA-IL-Cl	O	experimental
nanoparticles	O	experimental
)	O	experimental
were	O	experimental
washed	B-Operation	experimental
with	O	experimental
water	O	experimental
,	O	experimental
and	O	experimental
collected	B-Operation	experimental
by	O	experimental
centrifugation	O	experimental
.	O	experimental

The	O	experimental
sample	O	experimental
was	O	experimental
finally	O	experimental
freeze-dried	B-Operation	experimental
to	O	experimental
remove	O	experimental
the	O	experimental
final	O	experimental
trace	O	experimental
of	O	experimental
the	O	experimental
solvent	O	experimental
.	O	experimental

First	O	experimental
,	O	experimental
4	O	experimental
g	O	experimental
of	O	experimental
PMMA-IL-Cl	O	experimental
nanoparticles	O	experimental
were	O	experimental
